Rank,Count,n,Percent
228,1071,807139,0.0013269089958482987
229,1180,807139,0.0014619538889831863
230,618,807139,0.0007656673757556009
231,161,807139,0.0001994699797680449
232,401,807139,0.0004968165334595404
233,4,807139,4.955775894858259e-06
234,1014,807139,0.0012562891893465686
235,107,807139,0.00013256700518745842
236,68,807139,8.42481902125904e-05
237,578,807139,0.0007161096168070184
238,311,807139,0.0003853115758252296
239,131,807139,0.00016230166055660798
240,35,807139,4.336303908000976e-05
241,617,807139,0.0007644284317818864
242,1254,807139,0.001553635743038064
243,1263,807139,0.0015647862388014952
244,519,807139,0.000643011922357859
245,29,807139,3.592937523772237e-05
246,12,807139,1.4867327684574775e-05
247,63,807139,7.805347034401758e-05
248,272,807139,0.0003369927608503616
249,136,807139,0.0001684963804251808
250,918,807139,0.0011373505678699703
251,87,807139,0.00010778812571316712
252,243,807139,0.0003010633856126392
253,286,807139,0.0003543379764823655
254,63,807139,7.805347034401758e-05
255,895,807139,0.0011088548564745354
256,4,807139,4.955775894858259e-06
257,87,807139,0.00010778812571316712
258,480,807139,0.000594693107382991
259,128,807139,0.00015858482863546428
260,251,807139,0.0003109749374023557
261,103,807139,0.00012761122929260015
262,61,807139,7.557558239658844e-05
263,35,807139,4.336303908000976e-05
264,411,807139,0.0005092059731966861
265,8,807139,9.911551789716517e-06
266,23,807139,2.8495711395434986e-05
267,65,807139,8.05313582914467e-05
268,99,807139,0.0001226554533977419
269,63,807139,7.805347034401758e-05
270,23,807139,2.8495711395434986e-05
271,89,807139,0.00011026601366059626
272,25,807139,3.097359934286412e-05
273,139,807139,0.0001722132123463245
274,62,807139,7.6814526370303e-05
275,11,807139,1.362838371086021e-05
276,48,807139,5.94693107382991e-05
277,140,807139,0.00017345215632003904
278,38,807139,4.707987100115346e-05
279,26,807139,3.221254331657868e-05
280,12,807139,1.4867327684574775e-05
281,16,807139,1.9823103579433035e-05
282,14,807139,1.7345215632003905e-05
283,42,807139,5.203564689601171e-05
284,63,807139,7.805347034401758e-05
285,135,807139,0.00016725743645146622
286,256,807139,0.00031716965727092856
287,90,807139,0.00011150495763431082
288,14,807139,1.7345215632003905e-05
289,13,807139,1.610627165828934e-05
290,288,807139,0.00035681586442979464
291,13,807139,1.610627165828934e-05
292,304,807139,0.0003766389680092277
293,49,807139,6.070825471201367e-05
294,39,807139,4.831881497486802e-05
295,3,807139,3.716831921143694e-06
296,73,807139,9.044291008116322e-05
297,83,807139,0.00010283234981830886
298,16,807139,1.9823103579433035e-05
299,56,807139,6.938086252801562e-05
300,28,807139,3.469043126400781e-05
301,125,807139,0.00015486799671432058
302,49,807139,6.070825471201367e-05
303,34,807139,4.21240951062952e-05
304,12,807139,1.4867327684574775e-05
305,36,807139,4.460198305372433e-05
306,13,807139,1.610627165828934e-05
307,6,807139,7.433663842287388e-06
308,24,807139,2.973465536914955e-05
309,33,807139,4.088515113258063e-05
310,100,807139,0.00012389439737145648
311,26,807139,3.221254331657868e-05
312,33,807139,4.088515113258063e-05
313,27,807139,3.345148729029325e-05
314,278,807139,0.000344426424692649
315,39,807139,4.831881497486802e-05
316,78,807139,9.663762994973604e-05
317,47,807139,5.823036676458454e-05
318,56,807139,6.938086252801562e-05
319,1,807139,1.2389439737145647e-06
320,40,807139,4.955775894858259e-05
321,60,807139,7.433663842287388e-05
322,29,807139,3.592937523772237e-05
323,52,807139,6.442508663315736e-05
324,35,807139,4.336303908000976e-05
325,39,807139,4.831881497486802e-05
326,27,807139,3.345148729029325e-05
327,4,807139,4.955775894858259e-06
328,4,807139,4.955775894858259e-06
329,31,807139,3.84072631851515e-05
330,17,807139,2.10620475531476e-05
331,16,807139,1.9823103579433035e-05
332,2,807139,2.4778879474291294e-06
333,1,807139,1.2389439737145647e-06
334,4,807139,4.955775894858259e-06
335,3,807139,3.716831921143694e-06
336,16,807139,1.9823103579433035e-05
337,7,807139,8.672607816001953e-06
338,2,807139,2.4778879474291294e-06
339,44,807139,5.451353484344084e-05
340,11,807139,1.362838371086021e-05
341,11,807139,1.362838371086021e-05
342,14,807139,1.7345215632003905e-05
343,6,807139,7.433663842287388e-06
344,3,807139,3.716831921143694e-06
345,8,807139,9.911551789716517e-06
346,18,807139,2.2300991526862165e-05
347,2,807139,2.4778879474291294e-06
348,69,807139,8.548713418630496e-05
349,15,807139,1.858415960571847e-05
350,7,807139,8.672607816001953e-06
351,1,807139,1.2389439737145647e-06
352,2,807139,2.4778879474291294e-06
353,6,807139,7.433663842287388e-06
354,32,807139,3.964620715886607e-05
355,46,807139,5.699142279086997e-05
356,21,807139,2.6017823448005856e-05
357,4,807139,4.955775894858259e-06
358,3,807139,3.716831921143694e-06
359,40,807139,4.955775894858259e-05
360,6,807139,7.433663842287388e-06
361,15,807139,1.858415960571847e-05
362,106,807139,0.00013132806121374385
363,2,807139,2.4778879474291294e-06
364,1,807139,1.2389439737145647e-06
365,20,807139,2.4778879474291295e-05
366,8,807139,9.911551789716517e-06
367,128,807139,0.00015858482863546428
368,13,807139,1.610627165828934e-05
369,14,807139,1.7345215632003905e-05
370,13,807139,1.610627165828934e-05
371,5,807139,6.194719868572824e-06
372,13,807139,1.610627165828934e-05
373,3,807139,3.716831921143694e-06
374,14,807139,1.7345215632003905e-05
375,2,807139,2.4778879474291294e-06
376,17,807139,2.10620475531476e-05
377,2,807139,2.4778879474291294e-06
378,3,807139,3.716831921143694e-06
379,32,807139,3.964620715886607e-05
380,10,807139,1.2389439737145647e-05
381,2,807139,2.4778879474291294e-06
382,11,807139,1.362838371086021e-05
383,12,807139,1.4867327684574775e-05
384,6,807139,7.433663842287388e-06
385,1,807139,1.2389439737145647e-06
386,4,807139,4.955775894858259e-06
387,3,807139,3.716831921143694e-06
388,9,807139,1.1150495763431082e-05
389,2,807139,2.4778879474291294e-06
390,45,807139,5.575247881715541e-05
391,7,807139,8.672607816001953e-06
392,5,807139,6.194719868572824e-06
